SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,TotalCount,MeanDensity_sqm,StandardDeviation,StandardError,AreaSurveyed_sqm,MeanDepth,IslandDate,Island_Mean_Density,IslandSD,IslandSE,IslandAreaSurveyed,IslandTotalCount,SurveyType,IslandQuads,QuadratsSampled
25,SR,Santa Rosa Island,SP,South Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-07-24,124,0.62,0.3441,0.0385,200,41.09,2017-08-13,0.0779,0.2576,0.0109,2800,218,Five_Meter,NA,NA
25,SR,Santa Rosa Island,SP,South Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-08-01,88,0.44,0.2636,0.0295,200,41.09,2018-07-25,0.0518,0.1682,0.0071,2800,145,Five_Meter,NA,NA
25,SR,Santa Rosa Island,SP,South Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-09-12,70,0.35,0.241,0.0269,200,41.09,2019-08-25,0.0646,0.1985,0.0084,2800,181,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-03,0,0,0,0,200,38.45,2005-08-07,0.0418,0.1457,0.0052,4000,167,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-07-10,0,0,0,0,200,38.45,2006-07-20,0.013,0.0744,0.0026,4000,52,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-09-10,0,0,0,0,200,38.45,2007-07-31,0.0735,0.2844,0.0101,4000,294,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-07-28,0,0,0,0,200,38.45,2008-07-31,0.0668,0.2226,0.0079,4000,267,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-06-01,0,0,0,0,200,38.45,2009-08-04,0.177,0.516,0.0182,4000,708,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-06-14,0,0,0,0,200,38.45,2010-07-23,0.1415,0.4667,0.0165,4000,566,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-05-20,0,0,0,0,200,38.45,2011-07-24,0.049,0.1527,0.0054,4000,196,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-28,0,0,0,0,200,38.45,2012-07-23,0.0778,0.3323,0.0117,4000,311,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-06-10,0,0,0,0,200,38.45,2013-07-30,0.091,0.3049,0.0108,4000,364,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-06-12,0,0,0,0,200,38.45,2014-07-19,0.0867,0.4292,0.0152,4000,347,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-05-29,0,0,0,0,200,38.45,2015-07-29,0.085,0.2837,0.01,4000,340,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-07-28,0,0,0,0,200,38.45,2016-08-14,0.17,0.526,0.0186,4000,680,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-20,0,0,0,0,200,38.45,2017-07-14,0.141,0.3917,0.0138,4000,564,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-08,0,0,0,0,200,38.45,2018-07-21,0.381,1.5971,0.0565,4000,1524,Five_Meter,NA,NA
26,SC,Santa Cruz Island,DPM,Devil's Peak Member,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-06-03,0,0,0,0,200,38.45,2019-07-10,0.2812,0.7863,0.0278,4000,1125,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-31,0,0,0,0,200,37,2005-08-07,0.0418,0.1457,0.0052,4000,167,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-07,0,0,0,0,200,37,2006-07-20,0.013,0.0744,0.0026,4000,52,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-09-18,0,0,0,0,200,37,2007-07-31,0.0735,0.2844,0.0101,4000,294,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-08-25,0,0,0,0,200,37,2008-07-31,0.0668,0.2226,0.0079,4000,267,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0,0,0,0,200,37,2009-08-04,0.177,0.516,0.0182,4000,708,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-09-13,55,0.275,0.6101,0.0682,200,37,2010-07-23,0.1415,0.4667,0.0165,4000,566,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-08-30,12,0.06,0.1462,0.0163,200,37,2011-07-24,0.049,0.1527,0.0054,4000,196,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-07-23,5,0.025,0.0582,0.0065,200,37,2012-07-23,0.0778,0.3323,0.0117,4000,311,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-08-28,4,0.02,0.0439,0.0049,200,37,2013-07-30,0.091,0.3049,0.0108,4000,364,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-07-09,35,0.175,0.2914,0.0326,200,37,2014-07-19,0.0867,0.4292,0.0152,4000,347,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-08-24,101,0.505,0.3997,0.0447,200,37,2015-07-29,0.085,0.2837,0.01,4000,340,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-08-08,76,0.38,0.4374,0.0489,200,37,2016-08-14,0.17,0.526,0.0186,4000,680,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-21,169,0.845,0.585,0.0654,200,37,2017-07-14,0.141,0.3917,0.0138,4000,564,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-08-09,100,0.5,0.2925,0.0327,200,37,2018-07-21,0.381,1.5971,0.0565,4000,1524,Five_Meter,NA,NA
27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-07-08,526,2.63,1.7263,0.193,200,37,2019-07-10,0.2812,0.7863,0.0278,4000,1125,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-18,0,0,0,0,200,40,2005-08-07,0.0418,0.1457,0.0052,4000,167,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-06-05,0,0,0,0,200,40,2006-07-20,0.013,0.0744,0.0026,4000,52,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-06-18,0,0,0,0,200,40,2007-07-31,0.0735,0.2844,0.0101,4000,294,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-07-09,0,0,0,0,200,40,2008-07-31,0.0668,0.2226,0.0079,4000,267,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-06-15,0,0,0,0,200,40,2009-08-04,0.177,0.516,0.0182,4000,708,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-12,140,0.7,1.0952,0.1224,200,40,2010-07-23,0.1415,0.4667,0.0165,4000,566,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-28,101,0.505,0.2824,0.0316,200,40,2011-07-24,0.049,0.1527,0.0054,4000,196,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-27,75,0.375,0.2431,0.0272,200,40,2012-07-23,0.0778,0.3323,0.0117,4000,311,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-09-18,124,0.62,0.3961,0.0443,200,40,2013-07-30,0.091,0.3049,0.0108,4000,364,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-06-24,122,0.61,0.4112,0.046,200,40,2014-07-19,0.0867,0.4292,0.0152,4000,347,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-05-28,72,0.36,0.2674,0.0299,200,40,2015-07-29,0.085,0.2837,0.01,4000,340,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-07-27,108,0.54,0.3807,0.0426,200,40,2016-08-14,0.17,0.526,0.0186,4000,680,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-07,76,0.38,0.2772,0.031,200,40,2017-07-14,0.141,0.3917,0.0138,4000,564,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-23,78,0.39,0.2604,0.0291,200,40,2018-07-21,0.381,1.5971,0.0565,4000,1524,Five_Meter,NA,NA
28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-07-09,360,1.8,1.0223,0.1143,200,40,2019-07-10,0.2812,0.7863,0.0278,4000,1125,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-31,0,0,0,0,200,37.82,2005-08-07,0.0418,0.1457,0.0052,4000,167,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-07-20,0,0,0,0,200,37.82,2006-07-20,0.013,0.0744,0.0026,4000,52,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-06-27,0,0,0,0,200,37.82,2007-07-31,0.0735,0.2844,0.0101,4000,294,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-06-23,0,0,0,0,200,37.82,2008-07-31,0.0668,0.2226,0.0079,4000,267,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0,0,0,0,200,37.82,2009-08-04,0.177,0.516,0.0182,4000,708,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-26,0,0,0,0,200,37.82,2010-07-23,0.1415,0.4667,0.0165,4000,566,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-27,0,0,0,0,200,37.82,2011-07-24,0.049,0.1527,0.0054,4000,196,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-05-16,0,0,0,0,200,37.82,2012-07-23,0.0778,0.3323,0.0117,4000,311,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-06-14,0,0,0,0,200,37.82,2013-07-30,0.091,0.3049,0.0108,4000,364,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-05-12,0,0,0,0,200,37.82,2014-07-19,0.0867,0.4292,0.0152,4000,347,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-07-27,0,0,0,0,200,37.82,2015-07-29,0.085,0.2837,0.01,4000,340,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-23,0,0,0,0,200,37.82,2016-08-14,0.17,0.526,0.0186,4000,680,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-08-07,0,0,0,0,200,37.82,2017-07-14,0.141,0.3917,0.0138,4000,564,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-09-10,0,0,0,0,200,37.82,2018-07-21,0.381,1.5971,0.0565,4000,1524,Five_Meter,NA,NA
29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-06-05,0,0,0,0,200,37.82,2019-07-10,0.2812,0.7863,0.0278,4000,1125,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-14,0,0,0,0,200,29.73,2005-08-07,0.0418,0.1457,0.0052,4000,167,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-17,0,0,0,0,200,29.73,2006-07-20,0.013,0.0744,0.0026,4000,52,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-06,0,0,0,0,200,29.73,2007-07-31,0.0735,0.2844,0.0101,4000,294,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-05-14,0,0,0,0,200,29.73,2008-07-31,0.0668,0.2226,0.0079,4000,267,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-07-28,0,0,0,0,200,29.73,2009-08-04,0.177,0.516,0.0182,4000,708,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-12,0,0,0,0,200,29.73,2010-07-23,0.1415,0.4667,0.0165,4000,566,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-29,1,0.005,0.0224,0.0025,200,29.73,2011-07-24,0.049,0.1527,0.0054,4000,196,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-08-13,0,0,0,0,200,29.73,2012-07-23,0.0778,0.3323,0.0117,4000,311,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-07-15,0,0,0,0,200,29.73,2013-07-30,0.091,0.3049,0.0108,4000,364,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-08-25,0,0,0,0,200,29.73,2014-07-19,0.0867,0.4292,0.0152,4000,347,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-07-13,0,0,0,0,200,29.73,2015-07-29,0.085,0.2837,0.01,4000,340,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-08-23,1,0.005,0.0224,0.0025,200,29.73,2016-08-14,0.17,0.526,0.0186,4000,680,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-05,0,0,0,0,200,29.73,2017-07-14,0.141,0.3917,0.0138,4000,564,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-21,0,0,0,0,200,29.73,2018-07-21,0.381,1.5971,0.0565,4000,1524,Five_Meter,NA,NA
30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-05-23,0,0,0,0,200,29.73,2019-07-10,0.2812,0.7863,0.0278,4000,1125,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-14,1,0.005,0.0224,0.0025,200,29.64,2005-09-08,0.2668,0.7369,0.0311,2800,747,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-17,0,0,0,0,200,29.64,2006-08-08,0.1671,0.5142,0.0217,2800,468,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-05-16,0,0,0,0,200,29.64,2007-07-27,0.0489,0.1554,0.0066,2800,137,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-09-08,8,0.04,0.0604,0.0068,200,29.64,2008-07-25,0.1157,0.2975,0.0126,2800,324,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-09-21,27,0.135,0.1881,0.021,200,29.64,2009-07-31,0.0718,0.1953,0.0083,2800,201,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-08-30,20,0.1,0.1169,0.0131,200,29.64,2010-07-11,0.0854,0.2303,0.0097,2800,239,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-30,0,0,0,0,200,29.64,2011-06-09,0.0968,0.4434,0.0187,2800,271,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-29,0,0,0,0,200,29.64,2012-07-02,0.0704,0.2139,0.009,2800,197,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-06-13,0,0,0,0,200,29.64,2013-07-17,0.0643,0.211,0.0089,2800,180,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-05-28,0,0,0,0,200,29.64,2014-06-27,0.1264,0.4139,0.0175,2800,354,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-06-25,17,0.085,0.1954,0.0218,200,29.64,2015-07-10,0.1736,0.5232,0.0221,2800,486,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-24,207,1.035,0.6926,0.0774,200,29.64,2016-07-10,0.3146,0.8406,0.0355,2800,881,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-06,1055,5.275,2.9392,0.3286,200,29.64,2017-06-21,0.8907,1.8658,0.0788,2800,2494,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-24,192,0.96,0.6353,0.071,200,29.64,2018-06-10,0.1771,0.3619,0.0153,2800,496,Five_Meter,NA,NA
31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-05-24,457,2.285,1.7052,0.1906,200,29.64,2019-07-07,0.5414,1.5925,0.0673,2800,1516,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-28,0,0,0,0,200,38.09,2005-09-08,0.2668,0.7369,0.0311,2800,747,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-21,0,0,0,0,200,38.09,2006-08-08,0.1671,0.5142,0.0217,2800,468,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-06,0,0,0,0,200,38.09,2007-07-27,0.0489,0.1554,0.0066,2800,137,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-06-03,0,0,0,0,200,38.09,2008-07-25,0.1157,0.2975,0.0126,2800,324,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0,0,0,0,200,38.09,2009-07-31,0.0718,0.1953,0.0083,2800,201,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-08-30,0,0,0,0,200,38.09,2010-07-11,0.0854,0.2303,0.0097,2800,239,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-05-31,1,0.005,0.0224,0.0025,200,38.09,2011-06-09,0.0968,0.4434,0.0187,2800,271,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-05-15,0,0,0,0,200,38.09,2012-07-02,0.0704,0.2139,0.009,2800,197,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-05-30,2,0.01,0.0447,0.005,200,38.09,2013-07-17,0.0643,0.211,0.0089,2800,180,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-09-15,0,0,0,0,200,38.09,2014-06-27,0.1264,0.4139,0.0175,2800,354,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-06-23,9,0.045,0.1055,0.0118,200,38.09,2015-07-10,0.1736,0.5232,0.0221,2800,486,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-20,22,0.11,0.1909,0.0213,200,38.09,2016-07-10,0.3146,0.8406,0.0355,2800,881,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-05-08,0,0,0,0,200,38.09,2017-06-21,0.8907,1.8658,0.0788,2800,2494,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-10,0,0,0,0,200,38.09,2018-06-10,0.1771,0.3619,0.0153,2800,496,Five_Meter,NA,NA
32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-08-05,0,0,0,0,200,38.09,2019-07-07,0.5414,1.5925,0.0673,2800,1516,Five_Meter,NA,NA
33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-10-12,0,0,0,0,200,53.18,2005-09-08,0.2668,0.7369,0.0311,2800,747,Five_Meter,NA,NA
33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-03,0,0,0,0,200,53.18,2006-08-08,0.1671,0.5142,0.0217,2800,468,Five_Meter,NA,NA
33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-20,1,0.005,0.0224,0.0025,200,53.18,2007-07-27,0.0489,0.1554,0.0066,2800,137,Five_Meter,NA,NA
33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-07-09,26,0.13,0.2501,0.028,200,53.18,2008-07-25,0.1157,0.2975,0.0126,2800,324,Five_Meter,NA,NA
