IslandCode,IslandName,Species,ScientificName,CommonName,SurveyYear,MeanSize,TotalCount,StandardError,StandardDeviation
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2019,62.0556,54,2,15.1663
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,2019,69.0037,271,1,20.8189
AN,Anacapa Island,9014,Tegula regina,Queen Tegula,2019,43.0312,32,1,5.7892
AN,Anacapa Island,11001,Patiria miniata,Bat Star,2019,49.2465,215,1,19.9155
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2019,151.1667,6,17,42.4614
AN,Anacapa Island,11004,Lytechinus anamesus,White Urchin,2019,14.1818,451,0,7.0741
AN,Anacapa Island,11005,Strongylocentrotus franciscanus,Red Urchin,2019,55.0939,969,1,26.0072
AN,Anacapa Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2019,33.0523,1166,0,13.4726
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1986,103.6923,13,5,17.8996
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1987,80.1765,34,4,22.3057
AN,Anacapa Island,9005,Cypraea spadicea,Chestnut Cowrie,1988,40.8974,39,1,5.9859
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,1988,63.7011,87,2,21.0078
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1991,67.8467,150,2,18.5171
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1992,64.1695,177,2,21.0231
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,1992,58,5,10,21.5523
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1993,69.5629,286,1,21.4359
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1994,62.2802,257,1,18.9081
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1995,56.6356,247,1,22.6686
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1996,52.8063,222,1,20.5766
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,1997,109.3333,3,15,25.7358
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1998,152.6316,19,4,17.2601
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1998,53.8763,194,1,20.47
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,1999,44.3731,260,1,19.1397
AN,Anacapa Island,9008,Lithopoma gibberosa,Red Turban Snail,1999,34,1,NA,NA
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,2000,79.1493,67,3,22.4427
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2001,149.4286,7,8,21.0939
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,2002,71.6983,116,2,20.9323
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,2003,69.4902,51,3,18.8163
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2009,126.75,8,15,43.6929
AN,Anacapa Island,9007,Megastraea undosa,Wavy Turban Snail,2009,62.0386,363,1,19.0502
AN,Anacapa Island,9009,Megathura crenulata,Giant Keyhole Limpet,2009,74.4874,199,1,14.483
AN,Anacapa Island,9010,Crassedoma giganteum,Rock Scallop,2009,85.6857,175,3,36.9568
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2010,109.2857,7,16,41.1368
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2011,160.5,2,14,20.5061
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2012,145.7,10,8,24.9535
AN,Anacapa Island,9002,Haliotis rufescens,Red Abalone,2013,69,1,NA,NA
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2013,130.5714,7,13,33.1152
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2014,129.8571,7,14,36.5852
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2016,138.8182,11,11,35.5495
AN,Anacapa Island,9004,Haliotis fulgens,Green Abalone,2017,97.25,4,25,49.2637
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2017,100,7,13,33.4215
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2018,113.4839,31,9,49.6077
AN,Anacapa Island,9004,Haliotis fulgens,Green Abalone,2018,92.25,16,9,34.8549
AN,Anacapa Island,11002,Pisaster giganteus,Giant-spined Sea Star,2018,135.6,10,13,42.4845
AN,Anacapa Island,9004,Haliotis fulgens,Green Abalone,2019,125.6087,23,5,25.4786
AN,Anacapa Island,5002,Tethya aurantia,Orange Puffball Sponge,1987,18,2,6,8.4853
AN,Anacapa Island,5002,Tethya aurantia,Orange Puffball Sponge,1988,58,1,NA,NA
AN,Anacapa Island,9004,Haliotis fulgens,Green Abalone,1992,160,3,5,8.1854
AN,Anacapa Island,9004,Haliotis fulgens,Green Abalone,1995,132,2,3,4.2426
AN,Anacapa Island,9008,Lithopoma gibberosa,Red Turban Snail,1997,42,1,NA,NA
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,1999,141.5,12,10,33.3562
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2002,160,5,4,7.9057
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2003,157,1,NA,NA
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2004,157.6667,3,6,10.116
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2005,164,1,NA,NA
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2006,161.5,2,0,0.7071
AN,Anacapa Island,9008,Lithopoma gibberosa,Red Turban Snail,2006,40,1,NA,NA
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2007,168,2,10,14.1421
AN,Anacapa Island,9003,Haliotis corrugata,Pink Abalone,2008,141.5,4,13,26.6145
AN,Anacapa Island,9008,Lithopoma gibberosa,Red Turban Snail,2008,48,2,2,2.8284
AN,Anacapa Island,9006,Kelletia kelletii,Kellets Whelk,2009,110.4439,187,1,19.3255
AN,Anacapa Island,9014,Tegula regina,Queen Tegula,2009,50.2468,77,0,4.0169
AN,Anacapa Island,9008,Lithopoma gibberosa,Red Turban Snail,2014,41.3333,3,3,5.6862
SB,Santa Barbara Island,9003,Haliotis corrugata,Pink Abalone,1985,131.2308,13,16,57.5516
SB,Santa Barbara Island,9005,Cypraea spadicea,Chestnut Cowrie,1985,42.7222,18,1,4.4827
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,1985,72.2308,13,14,50.9839
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1985,39.0923,65,2,16.7907
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,1985,69.2308,13,6,20.009
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,1985,62.9697,33,5,26.1372
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1985,10.8,5,3,7.225
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1985,34.3873,315,2,29.3581
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1985,15.9551,267,1,11.2717
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1985,116.9841,63,3,20.291
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1986,56.6571,35,2,13.3062
SB,Santa Barbara Island,9003,Haliotis corrugata,Pink Abalone,1986,114,19,10,41.7692
SB,Santa Barbara Island,9005,Cypraea spadicea,Chestnut Cowrie,1986,40.5581,43,1,6.5513
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,1986,75,2,4,5.6569
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1986,45.4412,102,1,13.9288
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,1986,68.8462,13,12,41.8626
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,1986,75.2424,33,5,29.3471
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1986,26.2727,22,3,15.929
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1986,108.7429,35,5,30.9224
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1986,17.3758,165,0,3.2504
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1986,41.8971,204,2,23.1769
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1986,16.8616,318,1,11.3682
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1986,127.1233,73,2,20.2402
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1987,57.3902,41,2,15.4465
SB,Santa Barbara Island,9005,Cypraea spadicea,Chestnut Cowrie,1987,40.587,46,1,5.6865
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,1987,112.3333,3,8,14.4338
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1987,51.5077,130,1,14.4942
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,1987,78.5,10,10,32.7185
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1987,32.9429,35,2,10.7756
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1987,104.0253,79,3,30.9743
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1987,13.913,253,0,3.2097
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1987,43.3295,352,1,23.5591
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1987,22.4631,352,0,8.593
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1987,115.7292,96,3,29.1907
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1988,54.7647,34,3,16.7695
SB,Santa Barbara Island,9005,Cypraea spadicea,Chestnut Cowrie,1988,45.625,24,1,6.4391
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1988,54.7312,93,1,11.0995
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1988,25.3636,88,2,17.9285
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1988,103.3656,93,3,24.9429
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1988,14.4854,206,0,3.1011
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1988,50.4045,309,1,23.5994
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1988,26.4382,372,1,9.9565
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1988,107.3485,132,2,22.1673
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1989,58.9032,31,4,19.6729
SB,Santa Barbara Island,9003,Haliotis corrugata,Pink Abalone,1989,69.6667,3,47,81.7088
SB,Santa Barbara Island,9005,Cypraea spadicea,Chestnut Cowrie,1989,42.1688,77,1,5.6322
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,1989,117.75,4,5,10.9354
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1989,55.8786,140,1,14.4966
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,1989,72.2667,15,4,14.7961
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,1989,74.2857,7,8,20.0143
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1989,36.62,100,2,18.9165
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1989,102.3423,111,2,21.9729
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1989,16.0483,207,0,3.664
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1989,46.8727,377,1,23.9035
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1989,24.8494,591,0,10.3025
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1989,90.7143,98,2,20.3196
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1990,57.1667,30,4,21.2523
SB,Santa Barbara Island,9004,Haliotis fulgens,Green Abalone,1990,25,2,3,4.2426
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1990,64.4265,136,1,10.5666
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1990,47.6974,76,2,17.9667
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1990,102.3706,143,2,25.9275
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1990,14.9306,216,0,3.2061
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1990,51.3589,365,1,23.3428
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1990,22.1084,369,1,9.7169
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1990,110.1739,115,2,21.3567
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1991,65.5625,32,3,17.1369
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1991,64.3962,159,2,19.6495
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1991,59.125,32,3,14.2755
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1991,115.0806,124,3,29.8213
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1991,14.9237,118,0,2.7492
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1991,54.2909,330,1,24.6216
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1991,27.3323,310,1,9.9293
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1992,50.75,56,2,16.1316
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1992,61.1034,116,2,17.9639
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1992,59.9054,74,2,15.4443
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1992,88.3571,84,3,29.7373
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1992,18.6025,239,0,3.5817
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1992,47.0349,372,1,26.1306
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1992,27.1315,768,0,12.4666
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1993,49.1524,105,2,17.5684
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1993,46.5678,354,1,16.3264
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1993,66.7059,68,1,11.6338
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1993,88.3867,75,3,26.0264
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1993,21.9758,455,0,5.3323
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1993,41.6511,364,1,26.4155
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1993,25.6252,603,1,13.954
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1994,45.037,54,2,15.0721
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1994,39.5359,209,1,17.9285
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1994,58.3529,34,3,17.0843
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1994,106.9111,45,4,25.7036
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1994,25.8876,498,0,2.8489
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1994,31.9385,683,1,22.325
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1994,20.4055,1122,0,13.5377
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1995,46.5513,78,2,17.8701
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1995,45.8557,395,1,14.8364
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1995,63,33,4,21.1572
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1995,100.6296,135,2,25.147
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1995,18.1111,27,1,6.2224
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1995,40.7282,791,1,19.7495
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1995,17.4643,2210,0,11.4989
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1996,47.7419,62,2,14.0921
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1996,51.3119,311,1,16.591
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1996,61.2738,84,2,17.8254
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1996,82.3741,139,2,26.7875
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1996,16.8976,254,0,4.6308
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1996,52.162,685,1,23.1612
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1996,24.6032,741,1,14.0102
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1997,46.15,100,2,17.2629
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1997,55.4908,218,1,15.6959
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,1997,77.6875,16,2,9.1558
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1997,62.725,80,2,16.6376
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1997,91.5669,157,2,25.9191
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1997,19.3492,189,0,3.5076
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1997,49.164,567,1,23.3202
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1997,28.193,684,1,14.8469
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1998,39.6709,79,1,10.3944
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,1998,135.3333,6,4,10.5767
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1998,48.8897,263,1,19.4112
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1998,67.3913,23,3,14.8163
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1998,105.1203,133,2,25.332
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1998,20.6324,185,0,3.998
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1998,54.0598,502,1,19.2981
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1998,30.9705,712,0,10.2946
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1998,103.9024,82,2,15.7728
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,1999,46.6812,69,2,16.9589
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,1999,37.0775,258,1,14.8903
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,1999,53.1494,87,3,24.6367
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,1999,106.2593,135,2,24.4531
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,1999,14.8556,360,0,5.0226
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,1999,34.6227,652,1,23.0374
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,1999,17.6136,797,0,14.0326
SB,Santa Barbara Island,11007,Parastichopus parvimensis,Warty Sea Cucumber,1999,109.2424,66,3,24.0071
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2000,49.4884,86,2,15.359
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2000,47.2611,180,1,17.0737
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2000,50.5854,205,1,19.9253
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2000,95.773,141,2,21.8904
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,2000,17.4331,157,0,4.7126
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2000,40.6257,855,1,23.043
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2000,12.516,1285,0,8.4219
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2001,53.4464,56,2,12.7877
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2001,53.3909,220,1,19.2238
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2001,51.6133,181,1,19.5705
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,2001,18.3765,85,0,4.1374
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2001,43.7237,579,1,19.9173
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2001,18.7497,931,0,9.642
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2002,49.5278,36,2,12.5595
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2002,51.7302,215,1,18.8848
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,2002,81.4286,7,15,41.0035
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2002,54.1119,143,1,17.8136
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2002,106.7179,156,2,24.134
SB,Santa Barbara Island,11003,Pycnopodia helianthoides,Sunflower Star,2002,171.75,4,9,17.7459
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2002,45.0989,556,1,21.9992
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2003,59.6667,24,3,16.9441
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2003,44.5309,162,1,17.298
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,2003,83.3,10,7,20.5699
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,2003,110,1,NA,NA
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2003,54.5249,181,1,17.0044
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2003,106.8571,112,2,22.8074
SB,Santa Barbara Island,11003,Pycnopodia helianthoides,Sunflower Star,2003,187.6,5,24,52.6764
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2003,28.0335,835,1,23.2276
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2003,16.2474,291,0,7.5325
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2004,51.7961,103,1,13.5772
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2004,46.918,317,1,13.5842
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2004,55.1837,196,1,14.7411
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2004,109.1242,161,2,21.8311
SB,Santa Barbara Island,11003,Pycnopodia helianthoides,Sunflower Star,2004,249,2,46,65.0538
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2004,34.3176,680,1,18.7561
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2004,22.1605,617,0,5.7881
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2005,59.6186,118,2,16.3837
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2005,57.6678,304,1,16.6461
SB,Santa Barbara Island,9008,Lithopoma gibberosa,Red Turban Snail,2005,36.375,8,2,6.4794
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,2005,78.4375,64,2,15.6498
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,2005,102.9231,13,8,28.8631
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2005,57.2165,388,1,14.6934
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2005,112.071,338,1,26.7337
SB,Santa Barbara Island,11003,Pycnopodia helianthoides,Sunflower Star,2005,223.9231,13,14,50.5412
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2005,36.9711,1524,0,19.4485
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2005,20.6702,2056,0,6.4308
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2006,62.2581,124,2,19.1166
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2006,62.3282,326,1,17.202
SB,Santa Barbara Island,9008,Lithopoma gibberosa,Red Turban Snail,2006,47.375,8,0,1.0607
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,2006,72.5,112,2,16.4662
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,2006,94.1852,27,8,41.1844
SB,Santa Barbara Island,9014,Tegula regina,Queen Tegula,2006,44.9386,342,0,5.4163
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2006,58.5697,337,1,15.0132
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2006,107.124,258,2,27.4378
SB,Santa Barbara Island,11003,Pycnopodia helianthoides,Sunflower Star,2006,250,3,12,20
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,2006,13.9478,134,1,6.9556
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2006,34.2634,1359,1,18.6179
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2006,21.7557,1318,0,7.7482
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2007,61.4215,121,2,20.6856
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2007,49.9304,359,1,21.4504
SB,Santa Barbara Island,9008,Lithopoma gibberosa,Red Turban Snail,2007,44.5,8,4,11.1227
SB,Santa Barbara Island,9009,Megathura crenulata,Giant Keyhole Limpet,2007,75.3973,73,2,19.7827
SB,Santa Barbara Island,9010,Crassedoma giganteum,Rock Scallop,2007,74.2083,48,5,34.1915
SB,Santa Barbara Island,9014,Tegula regina,Queen Tegula,2007,45.6095,315,0,5.2864
SB,Santa Barbara Island,11001,Patiria miniata,Bat Star,2007,54.1695,295,1,18.0222
SB,Santa Barbara Island,11002,Pisaster giganteus,Giant-spined Sea Star,2007,108.7429,210,2,23.0948
SB,Santa Barbara Island,11004,Lytechinus anamesus,White Urchin,2007,12.9069,376,0,4.5647
SB,Santa Barbara Island,11005,Strongylocentrotus franciscanus,Red Urchin,2007,34.4992,1236,0,16.3891
SB,Santa Barbara Island,11006,Strongylocentrotus purpuratus,Purple Urchin,2007,19.6192,1326,0,7.961
SB,Santa Barbara Island,5002,Tethya aurantia,Orange Puffball Sponge,2008,62.2961,152,2,18.9844
SB,Santa Barbara Island,9006,Kelletia kelletii,Kellets Whelk,2008,57,2,3,4.2426
SB,Santa Barbara Island,9007,Megastraea undosa,Wavy Turban Snail,2008,52.1511,331,1,17.5384
SB,Santa Barbara Island,9008,Lithopoma gibberosa,Red Turban Snail,2008,46.8889,9,2,7.4907
