ReserveStatus,SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,Date,MeanDensity_sqm,StandardError,StandardDeviation,TotalCount,AreaSurveyed_sqm,MeanDepth,MPA_Date,MPA_TotalCount,MPA_Mean,MPA_SD,MPA_SE,MPA_AreaSurveyed_sqm
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-08-30,0.06,0.0163,0.1462,12,200,37,2011-08-05,113,0.565,0.2148,0.0139,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-07-23,0.025,0.0065,0.0582,5,200,37,2012-07-22,80,0.4,0.1673,0.0108,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-08-28,0.02,0.0049,0.0439,4,200,37,2013-09-03,128,0.64,0.2707,0.0175,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-07-09,0.175,0.0326,0.2914,35,200,37,2014-07-20,282,1.41,0.7173,0.0463,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-08-24,0.505,0.0447,0.3997,101,200,37,2015-08-02,282,1.41,0.4358,0.0281,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-08-08,0.38,0.0489,0.4374,76,200,37,2016-08-09,589,2.945,0.8508,0.0549,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-21,0.845,0.0654,0.585,169,200,37,2017-07-02,517,2.585,0.6078,0.0392,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-08-09,0.5,0.0327,0.2925,100,200,37,2018-07-13,1454,7.27,2.7395,0.1768,1200
Inside,27,SC,Santa Cruz Island,PP,Potato Pasture,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-07-08,2.63,0.193,1.7263,526,200,37,2019-06-27,1054,5.27,1.2357,0.0798,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-18,0,0,0,0,200,40,2005-08-28,4,0.02,0.0364,0.0024,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-06-05,0,0,0,0,200,40,2006-07-21,0,0,0,0,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-06-18,0,0,0,0,200,40,2007-08-15,48,0.24,0.3563,0.023,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-07-09,0,0,0,0,200,40,2008-08-14,46,0.23,0.1907,0.0123,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-06-15,0,0,0,0,200,40,2009-08-17,64,0.32,0.2492,0.0161,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-12,0.7,0.1224,1.0952,140,200,40,2010-08-13,196,0.98,0.735,0.0474,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-28,0.505,0.0316,0.2824,101,200,40,2011-08-05,113,0.565,0.2148,0.0139,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-27,0.375,0.0272,0.2431,75,200,40,2012-07-22,80,0.4,0.1673,0.0108,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-09-18,0.62,0.0443,0.3961,124,200,40,2013-09-03,128,0.64,0.2707,0.0175,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-06-24,0.61,0.046,0.4112,122,200,40,2014-07-20,282,1.41,0.7173,0.0463,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-05-28,0.36,0.0299,0.2674,72,200,40,2015-08-02,282,1.41,0.4358,0.0281,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-07-27,0.54,0.0426,0.3807,108,200,40,2016-08-09,589,2.945,0.8508,0.0549,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-07,0.38,0.031,0.2772,76,200,40,2017-07-02,517,2.585,0.6078,0.0392,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-23,0.39,0.0291,0.2604,78,200,40,2018-07-13,1454,7.27,2.7395,0.1768,1200
Inside,28,SC,Santa Cruz Island,CVP,Cavern Point,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-07-09,1.8,0.1143,1.0223,360,200,40,2019-06-27,1054,5.27,1.2357,0.0798,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-08-31,0,0,0,0,200,37.82,2005-08-26,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-07-20,0,0,0,0,200,37.82,2006-07-26,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-06-27,0,0,0,0,200,37.82,2007-08-04,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-06-23,0,0,0,0,200,37.82,2008-06-21,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0,0,0,0,200,37.82,2009-07-20,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-26,0,0,0,0,200,37.82,2010-07-07,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-27,0,0,0,0,200,37.82,2011-06-15,1,0.005,0.0129,8e-4,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-05-16,0,0,0,0,200,37.82,2012-06-29,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-06-14,0,0,0,0,200,37.82,2013-06-23,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-05-12,0,0,0,0,200,37.82,2014-06-26,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-07-27,0,0,0,0,200,37.82,2015-07-02,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-23,0,0,0,0,200,37.82,2016-07-25,1,0.005,0.0129,8e-4,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-08-07,0,0,0,0,200,37.82,2017-07-01,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-09-10,0,0,0,0,200,37.82,2018-06-23,0,0,0,0,1200
Outside,29,SC,Santa Cruz Island,LS,Little Scorpion,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-06-05,0,0,0,0,200,37.82,2019-05-31,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-14,0,0,0,0,200,29.73,2005-08-26,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-17,0,0,0,0,200,29.73,2006-07-26,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-06,0,0,0,0,200,29.73,2007-08-04,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-05-14,0,0,0,0,200,29.73,2008-06-21,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-07-28,0,0,0,0,200,29.73,2009-07-20,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-07-12,0,0,0,0,200,29.73,2010-07-07,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-29,0.005,0.0025,0.0224,1,200,29.73,2011-06-15,1,0.005,0.0129,8e-4,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-08-13,0,0,0,0,200,29.73,2012-06-29,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-07-15,0,0,0,0,200,29.73,2013-06-23,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-08-25,0,0,0,0,200,29.73,2014-06-26,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-07-13,0,0,0,0,200,29.73,2015-07-02,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-08-23,0.005,0.0025,0.0224,1,200,29.73,2016-07-25,1,0.005,0.0129,8e-4,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-05,0,0,0,0,200,29.73,2017-07-01,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-21,0,0,0,0,200,29.73,2018-06-23,0,0,0,0,1200
Outside,30,SC,Santa Cruz Island,PRF,Pedro Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-05-23,0,0,0,0,200,29.73,2019-05-31,0,0,0,0,1200
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-14,0.005,0.0025,0.0224,1,200,29.64,2005-08-30,571,2.855,0.9193,0.0514,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-17,0,0,0,0,200,29.64,2006-08-11,468,2.34,0.6531,0.0365,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-05-16,0,0,0,0,200,29.64,2007-07-15,136,0.68,0.1979,0.0111,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-09-08,0.04,0.0068,0.0604,8,200,29.64,2008-08-15,324,1.62,0.3707,0.0207,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-09-21,0.135,0.021,0.1881,27,200,29.64,2009-08-05,201,1.005,0.245,0.0137,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-08-30,0.1,0.0131,0.1169,20,200,29.64,2010-07-20,239,1.195,0.2887,0.0161,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-30,0,0,0,0,200,29.64,2011-06-16,270,1.35,0.5765,0.0322,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-29,0,0,0,0,200,29.64,2012-07-09,197,0.985,0.2715,0.0152,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-06-13,0,0,0,0,200,29.64,2013-07-13,178,0.89,0.269,0.015,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-05-28,0,0,0,0,200,29.64,2014-06-11,353,1.765,0.5285,0.0295,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-06-25,0.085,0.0218,0.1954,17,200,29.64,2015-07-17,374,1.87,0.6323,0.0353,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-24,1.035,0.0774,0.6926,207,200,29.64,2016-07-28,747,3.735,1.0572,0.0591,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-06,5.275,0.3286,2.9392,1055,200,29.64,2017-06-20,1790,8.95,1.927,0.1077,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-24,0.96,0.071,0.6353,192,200,29.64,2018-06-11,448,2.24,0.4407,0.0246,1600
Inside,31,AN,Anacapa Island,KH,Keyhole,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-05-24,2.285,0.1906,1.7052,457,200,29.64,2019-06-16,1110,5.55,1.9628,0.1097,1600
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-28,0,0,0,0,200,38.09,2005-09-20,176,0.88,0.3415,0.022,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-21,0,0,0,0,200,38.09,2006-08-05,0,0,0,0,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-06,0,0,0,0,200,38.09,2007-08-13,1,0.005,0.0129,8e-4,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-06-03,0,0,0,0,200,38.09,2008-06-28,0,0,0,0,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0,0,0,0,200,38.09,2009-07-25,0,0,0,0,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-08-30,0,0,0,0,200,38.09,2010-06-30,0,0,0,0,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-05-31,0.005,0.0025,0.0224,1,200,38.09,2011-06-01,1,0.005,0.0129,8e-4,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-05-15,0,0,0,0,200,38.09,2012-06-24,0,0,0,0,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-05-30,0.01,0.005,0.0447,2,200,38.09,2013-07-22,2,0.01,0.0258,0.0017,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-09-15,0,0,0,0,200,38.09,2014-07-17,1,0.005,0.0129,8e-4,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-06-23,0.045,0.0118,0.1055,9,200,38.09,2015-07-01,112,0.56,0.3088,0.0199,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-20,0.11,0.0213,0.1909,22,200,38.09,2016-06-16,134,0.67,0.2976,0.0192,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-05-08,0,0,0,0,200,38.09,2017-06-22,704,3.52,1.7388,0.1122,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-10,0,0,0,0,200,38.09,2018-06-08,48,0.24,0.1189,0.0077,1200
Outside,32,AN,Anacapa Island,EFC,East Fish Camp,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-08-05,0,0,0,0,200,38.09,2019-08-06,406,2.03,0.8469,0.0547,1200
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-10-12,0,0,0,0,200,53.18,2005-08-30,571,2.855,0.9193,0.0514,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-08-03,0,0,0,0,200,53.18,2006-08-11,468,2.34,0.6531,0.0365,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-20,0.005,0.0025,0.0224,1,200,53.18,2007-07-15,136,0.68,0.1979,0.0111,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-07-09,0.13,0.028,0.2501,26,200,53.18,2008-08-15,324,1.62,0.3707,0.0207,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-08-31,0.03,0.0059,0.053,6,200,53.18,2009-08-05,201,1.005,0.245,0.0137,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-08-30,0.16,0.0342,0.30620000000000003,32,200,53.18,2010-07-20,239,1.195,0.2887,0.0161,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-07-14,0,0,0,0,200,53.18,2011-06-16,270,1.35,0.5765,0.0322,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-08-15,0.01,0.0035,0.0314,2,200,53.18,2012-07-09,197,0.985,0.2715,0.0152,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-08-26,0.065,0.009,0.0808,13,200,53.18,2013-07-13,178,0.89,0.269,0.015,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-06-26,0.11,0.0138,0.1231,22,200,53.18,2014-06-11,353,1.765,0.5285,0.0295,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-07-30,0.11,0.0151,0.1349,22,200,53.18,2015-07-17,374,1.87,0.6323,0.0353,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-09-12,0.02,0.0049,0.0439,4,200,53.18,2016-07-28,747,3.735,1.0572,0.0591,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-07-13,0.16,0.0229,0.2052,32,200,53.18,2017-06-20,1790,8.95,1.927,0.1077,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-08-24,0.22,0.0289,0.2583,44,200,53.18,2018-06-11,448,2.24,0.4407,0.0246,1600
Inside,33,AN,Anacapa Island,BSBR,Black Sea Bass Reef,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-06-04,0.145,0.0164,0.1467,29,200,53.18,2019-06-16,1110,5.55,1.9628,0.1097,1600
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-09-28,0.43,0.0368,0.3288,86,200,27.91,2005-09-20,176,0.88,0.3415,0.022,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-07-20,0,0,0,0,200,27.91,2006-08-05,0,0,0,0,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-08-29,0,0,0,0,200,27.91,2007-08-13,1,0.005,0.0129,8e-4,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-08-19,0,0,0,0,200,27.91,2008-06-28,0,0,0,0,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-07-28,0,0,0,0,200,27.91,2009-07-25,0,0,0,0,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-05-17,0,0,0,0,200,27.91,2010-06-30,0,0,0,0,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-01,0,0,0,0,200,27.91,2011-06-01,1,0.005,0.0129,8e-4,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-05-17,0,0,0,0,200,27.91,2012-06-24,0,0,0,0,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-08-16,0,0,0,0,200,27.91,2013-07-22,2,0.01,0.0258,0.0017,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-07-10,0.005,0.0025,0.0224,1,200,27.91,2014-07-17,1,0.005,0.0129,8e-4,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2015,2015-06-24,0,0,0,0,200,27.91,2015-07-01,112,0.56,0.3088,0.0199,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2016,2016-06-09,0,0,0,0,200,27.91,2016-06-16,134,0.67,0.2976,0.0192,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2017,2017-06-19,0.145,0.0214,0.1916,29,200,27.91,2017-06-22,704,3.52,1.7388,0.1122,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2018,2018-05-10,0.05,0.0109,0.0974,10,200,27.91,2018-06-08,48,0.24,0.1189,0.0077,1200
Outside,34,AN,Anacapa Island,LH,Lighthouse,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2019,2019-08-06,0.52,0.0379,0.3389,104,200,27.91,2019-08-06,406,2.03,0.8469,0.0547,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2005,2005-07-25,0,0,0,0,200,48.18,2005-06-08,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2006,2006-07-24,0,0,0,0,200,48.18,2006-06-21,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2007,2007-06-04,0,0,0,0,200,48.18,2007-05-30,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2008,2008-06-09,0,0,0,0,200,48.18,2008-06-09,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2009,2009-05-18,0,0,0,0,200,48.18,2009-05-18,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2010,2010-05-17,0,0,0,0,200,48.18,2010-05-17,132,0.66,0.4428,0.0286,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2011,2011-06-13,0,0,0,0,200,48.18,2011-06-04,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2012,2012-06-13,0,0,0,0,200,48.18,2012-06-03,0,0,0,0,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2013,2013-05-15,0,0,0,0,200,48.18,2013-05-23,32,0.16,0.1926,0.0124,1200
Outside,35,SB,Santa Barbara Island,WA,Webster's Arch,2002,Macrocystis pyrifera,Giant Kelp (> 1 m tall),2014,2014-05-14,0.015,0.0075,0.0671,3,200,48.18,2014-05-22,21,0.105,0.1136,0.0073,1200
